Epoch,Loss,Value
74,kl_loss_5,2.8698
74,kl_loss_6,2.0822
74,kl_loss_7,2.1077
74,kl_loss_8,2.1818
74,kl_loss_9,3.4158
74,loss,4735.2807
75,recon_loss,4628.1183
75,kl_loss,25.4165
75,kl_loss_0,2.6698
75,kl_loss_1,1.9545
75,kl_loss_2,2.5736
75,kl_loss_3,2.8697
75,kl_loss_4,2.8454
75,kl_loss_5,2.8101
75,kl_loss_6,2.0666
75,kl_loss_7,2.0862
75,kl_loss_8,2.1323
75,kl_loss_9,3.4084
75,loss,4729.7845
76,recon_loss,4629.6521
76,kl_loss,25.3344
76,kl_loss_0,2.6784
76,kl_loss_1,1.9444
76,kl_loss_2,2.5691
76,kl_loss_3,2.8455
76,kl_loss_4,2.7319
76,kl_loss_5,2.8265
76,kl_loss_6,2.0764
76,kl_loss_7,2.0849
76,kl_loss_8,2.1661
76,kl_loss_9,3.4114
76,loss,4730.9899
77,recon_loss,4631.594
77,kl_loss,25.315
77,kl_loss_0,2.6429
77,kl_loss_1,2.0
77,kl_loss_2,2.4935
77,kl_loss_3,2.8352
77,kl_loss_4,2.69
77,kl_loss_5,2.8456
77,kl_loss_6,2.1445
77,kl_loss_7,2.097
77,kl_loss_8,2.1195
77,kl_loss_9,3.4468
77,loss,4732.8539
78,recon_loss,4660.6987
78,kl_loss,25.3186
78,kl_loss_0,2.7385
78,kl_loss_1,2.0061
78,kl_loss_2,2.5488
78,kl_loss_3,2.8113
78,kl_loss_4,2.7045
78,kl_loss_5,2.7862
78,kl_loss_6,2.1202
78,kl_loss_7,2.0855
78,kl_loss_8,2.1354
78,kl_loss_9,3.3821
78,loss,4761.9732
79,recon_loss,4632.5846
79,kl_loss,25.3976
79,kl_loss_0,2.647
79,kl_loss_1,1.9837
79,kl_loss_2,2.5627
79,kl_loss_3,2.9052
79,kl_loss_4,2.7616
79,kl_loss_5,2.7808
79,kl_loss_6,2.0895
79,kl_loss_7,2.1106
79,kl_loss_8,2.1371
79,kl_loss_9,3.4194
79,loss,4734.1751
80,recon_loss,4596.2462
80,kl_loss,25.0655
80,kl_loss_0,2.6716
80,kl_loss_1,1.9314
80,kl_loss_2,2.5159
80,kl_loss_3,2.8515
80,kl_loss_4,2.736
80,kl_loss_5,2.7103
80,kl_loss_6,2.0929
80,kl_loss_7,2.0407
80,kl_loss_8,2.1403
80,kl_loss_9,3.375
80,loss,4696.508
81,recon_loss,4634.7289
81,kl_loss,25.0664
81,kl_loss_0,2.6283
81,kl_loss_1,1.9254
81,kl_loss_2,2.5412
81,kl_loss_3,2.8297
81,kl_loss_4,2.6813
81,kl_loss_5,2.7387
81,kl_loss_6,2.0606
81,kl_loss_7,2.0502
81,kl_loss_8,2.1768
81,kl_loss_9,3.4344
81,loss,4734.9945
82,recon_loss,4633.9585
82,kl_loss,25.2765
82,kl_loss_0,2.6418
82,kl_loss_1,1.9849
82,kl_loss_2,2.5738
82,kl_loss_3,2.8524
82,kl_loss_4,2.6774
82,kl_loss_5,2.8138
82,kl_loss_6,2.1021
82,kl_loss_7,2.0552
82,kl_loss_8,2.1357
82,kl_loss_9,3.4393
82,loss,4735.0644
83,recon_loss,4610.7352
83,kl_loss,25.6202
83,kl_loss_0,2.7214
83,kl_loss_1,1.9891
83,kl_loss_2,2.6153
83,kl_loss_3,2.9304
83,kl_loss_4,2.7548
83,kl_loss_5,2.7711
83,kl_loss_6,2.1807
83,kl_loss_7,2.08
83,kl_loss_8,2.1457
83,kl_loss_9,3.4319
83,loss,4713.2162
84,recon_loss,4615.9786
84,kl_loss,25.1818
84,kl_loss_0,2.6675
84,kl_loss_1,1.9401
84,kl_loss_2,2.4896
84,kl_loss_3,2.9098
84,kl_loss_4,2.7031
84,kl_loss_5,2.7731
84,kl_loss_6,2.0936
84,kl_loss_7,2.0363
84,kl_loss_8,2.2051
84,kl_loss_9,3.3635
84,loss,4716.7057
85,recon_loss,4634.3949
85,kl_loss,25.1904
85,kl_loss_0,2.7063
85,kl_loss_1,1.9809
85,kl_loss_2,2.5377
85,kl_loss_3,2.8171
85,kl_loss_4,2.6977
85,kl_loss_5,2.7737
85,kl_loss_6,2.0984
85,kl_loss_7,2.0492
85,kl_loss_8,2.1436
85,kl_loss_9,3.3859
85,loss,4735.1563
86,recon_loss,4700.0087
86,kl_loss,25.2287
86,kl_loss_0,2.6411
86,kl_loss_1,1.9622
86,kl_loss_2,2.4997
86,kl_loss_3,2.8488
86,kl_loss_4,2.7114
86,kl_loss_5,2.8327
86,kl_loss_6,2.074
86,kl_loss_7,2.0975
86,kl_loss_8,2.1507
86,kl_loss_9,3.4106
86,loss,4800.9236
87,recon_loss,4614.1663
87,kl_loss,25.5208
87,kl_loss_0,2.7332
87,kl_loss_1,2.0174
87,kl_loss_2,2.5289
87,kl_loss_3,2.8434
87,kl_loss_4,2.7374
87,kl_loss_5,2.8129
87,kl_loss_6,2.1118
87,kl_loss_7,2.1491
87,kl_loss_8,2.185
87,kl_loss_9,3.4018
87,loss,4716.2496
88,recon_loss,4638.3501
88,kl_loss,25.1704
88,kl_loss_0,2.6796
88,kl_loss_1,1.9512
88,kl_loss_2,2.5804
88,kl_loss_3,2.8359
88,kl_loss_4,2.7535
88,kl_loss_5,2.7933
88,kl_loss_6,2.0338
88,kl_loss_7,2.0435
88,kl_loss_8,2.1534
88,kl_loss_9,3.3458
88,loss,4739.0318
89,recon_loss,4597.0101
89,kl_loss,25.5119
89,kl_loss_0,2.6983
89,kl_loss_1,2.0442
89,kl_loss_2,2.5218
89,kl_loss_3,2.8498
89,kl_loss_4,2.7635
89,kl_loss_5,2.8064
89,kl_loss_6,2.1662
89,kl_loss_7,2.065
89,kl_loss_8,2.1594
89,kl_loss_9,3.4373
89,loss,4699.0576
90,recon_loss,4643.2662
90,kl_loss,25.4603
90,kl_loss_0,2.6486
90,kl_loss_1,1.979
90,kl_loss_2,2.626
90,kl_loss_3,2.8499
90,kl_loss_4,2.6978
90,kl_loss_5,2.8259
90,kl_loss_6,2.137
90,kl_loss_7,2.0641
90,kl_loss_8,2.1744
90,kl_loss_9,3.4575
90,loss,4745.1073
91,recon_loss,4657.7274
91,kl_loss,25.0219
91,kl_loss_0,2.6344
91,kl_loss_1,1.96
91,kl_loss_2,2.5056
91,kl_loss_3,2.8116
91,kl_loss_4,2.7121
91,kl_loss_5,2.8016
91,kl_loss_6,2.091
91,kl_loss_7,2.0406
91,kl_loss_8,2.1185
91,kl_loss_9,3.3466
91,loss,4757.8152
92,recon_loss,4586.1617
92,kl_loss,25.2067
92,kl_loss_0,2.7056
92,kl_loss_1,1.9465
92,kl_loss_2,2.5298
92,kl_loss_3,2.8455
92,kl_loss_4,2.7084
92,kl_loss_5,2.731
92,kl_loss_6,2.1183
92,kl_loss_7,2.0861
92,kl_loss_8,2.1387
92,kl_loss_9,3.3967
92,loss,4686.9884
93,recon_loss,4637.5466
93,kl_loss,25.3987
93,kl_loss_0,2.6823
93,kl_loss_1,1.9739
93,kl_loss_2,2.548
93,kl_loss_3,2.835
93,kl_loss_4,2.6955
93,kl_loss_5,2.7681
93,kl_loss_6,2.1581
93,kl_loss_7,2.0589
93,kl_loss_8,2.1978
93,kl_loss_9,3.4811
93,loss,4739.1414
94,recon_loss,4604.7818
94,kl_loss,25.54
94,kl_loss_0,2.6709
94,kl_loss_1,2.0281
94,kl_loss_2,2.5448
94,kl_loss_3,2.8842
94,kl_loss_4,2.6948
94,kl_loss_5,2.8548
94,kl_loss_6,2.1578
94,kl_loss_7,2.0948
94,kl_loss_8,2.1722
94,kl_loss_9,3.4377
94,loss,4706.9418
95,recon_loss,4647.2832
95,kl_loss,25.6215
95,kl_loss_0,2.6797
95,kl_loss_1,2.041
95,kl_loss_2,2.5912
95,kl_loss_3,2.8601
95,kl_loss_4,2.7815
95,kl_loss_5,2.8542
95,kl_loss_6,2.1097
95,kl_loss_7,2.1039
95,kl_loss_8,2.1959
95,kl_loss_9,3.4043
95,loss,4749.7693
96,recon_loss,4648.2568
96,kl_loss,25.7235
96,kl_loss_0,2.7271
96,kl_loss_1,1.9825
96,kl_loss_2,2.5672
96,kl_loss_3,2.8353
96,kl_loss_4,2.767
96,kl_loss_5,2.8486
96,kl_loss_6,2.1472
96,kl_loss_7,2.1273
96,kl_loss_8,2.1912
96,kl_loss_9,3.5301
96,loss,4751.1508
97,recon_loss,4617.9096
97,kl_loss,25.6455
97,kl_loss_0,2.7028
97,kl_loss_1,2.021
97,kl_loss_2,2.5601
97,kl_loss_3,2.8857
97,kl_loss_4,2.7762
97,kl_loss_5,2.8156
97,kl_loss_6,2.1819
97,kl_loss_7,2.1101
97,kl_loss_8,2.13
97,kl_loss_9,3.4622
97,loss,4720.4917
98,recon_loss,4640.3799
98,kl_loss,25.5547
98,kl_loss_0,2.7016
98,kl_loss_1,2.024
98,kl_loss_2,2.5614
98,kl_loss_3,2.9185
98,kl_loss_4,2.6785
98,kl_loss_5,2.813
98,kl_loss_6,2.1231
98,kl_loss_7,2.0702
98,kl_loss_8,2.2029
98,kl_loss_9,3.4615
98,loss,4742.5985
99,recon_loss,4610.4025
99,kl_loss,25.5997
99,kl_loss_0,2.6714
99,kl_loss_1,2.028
99,kl_loss_2,2.5596
99,kl_loss_3,2.896
99,kl_loss_4,2.755
99,kl_loss_5,2.8351
99,kl_loss_6,2.1021
99,kl_loss_7,2.1124
99,kl_loss_8,2.1827
99,kl_loss_9,3.4573
99,loss,4712.8013
